customer_id,first_name,last_name,dob,gender,phone,email,city,state,customer_since,kyc_status,occupation,annual_income,risk_category
CUST000179,Ayaan,Jain,2003-10-10,Male,9657875985,ayaan.jain179@example.com,Hyderabad,Telangana,2020-09-16,Verified,Salaried,2854938,Low
CUST000180,Aarav,Kumar,1997-04-26,Other,9593213348,aarav.kumar180@example.com,Mumbai,Maharashtra,2013-04-03,Verified,Retired,3438324,Low
CUST000181,Vikas,Iyer,1976-03-22,Other,9559059929,vikas.iyer181@example.com,Bengaluru,Karnataka,2016-03-22,Verified,Engineer,2772525,Low
CUST000182,Vivaan,Gupta,1975-11-14,Other,9308705932,vivaan.gupta182@example.com,Mumbai,Maharashtra,2019-08-23,Verified,Doctor,679591,Low
CUST000183,Kiara,Reddy,2002-03-20,Female,9156915452,kiara.reddy183@example.com,Delhi,Delhi,2015-07-14,Verified,Teacher,4266929,Low
CUST000184,Reyansh,Rao,1987-01-05,Male,9926442209,reyansh.rao184@example.com,Bhopal,Madhya Pradesh,2020-10-12,Pending,Freelancer,451646,Low
CUST000185,Ananya,Singh,2005-09-26,Male,9725135521,ananya.singh185@example.com,Chandigarh,Punjab,2019-07-13,Verified,Self Employed,1938959,Low
CUST000186,Aditya,Das,1964-09-10,Other,9006762676,aditya.das186@example.com,Chennai,Tamil Nadu,2019-11-17,Verified,Business,4202247,Medium
CUST000187,Kiara,Singh,1995-06-27,Male,9040541152,kiara.singh187@example.com,Bengaluru,Karnataka,2020-06-02,Verified,Business,961018,Low
CUST000188,Meera,Mishra,1957-10-12,Female,9296201533,meera.mishra188@example.com,Bhopal,Madhya Pradesh,2021-03-06,Verified,Consultant,2405202,Medium
CUST000189,Shaurya,Singh,1959-06-15,Female,9987205061,shaurya.singh189@example.com,Delhi,Delhi,2018-08-09,Verified,Freelancer,4209286,Low
CUST000190,Aarav,Patel,1981-03-07,Male,9714677418,aarav.patel190@example.com,Bengaluru,Karnataka,2020-09-09,Verified,Teacher,3278765,Low
CUST000191,Vivaan,Kumar,1996-09-21,Female,9349021158,vivaan.kumar191@example.com,Lucknow,Uttar Pradesh,2021-04-14,Rejected,Freelancer,2088515,Low
CUST000192,Vikas,Chopra,1992-07-22,Other,9793741608,vikas.chopra192@example.com,Kochi,Kerala,2024-10-23,Pending,Freelancer,1416880,Low
CUST000193,Priya,Yadav,1969-12-30,Male,9320616329,priya.yadav193@example.com,Bengaluru,Karnataka,2017-10-13,Verified,Business,910039,Low
CUST000194,Aadhya,Rao,1979-10-12,Other,9709986162,aadhya.rao194@example.com,Pune,Maharashtra,2015-04-29,Verified,Freelancer,1020572,Medium
CUST000195,Kiara,Mehta,2003-01-20,Female,9646799702,kiara.mehta195@example.com,Chennai,Tamil Nadu,2018-03-06,Verified,Freelancer,3549870,Low
CUST000196,Kiran,Nair,1976-04-24,Male,9745054447,kiran.nair196@example.com,Bhopal,Madhya Pradesh,2014-03-15,Rejected,Retired,1307307,Low
CUST000197,Neha,Yadav,1979-03-04,Other,9691373678,neha.yadav197@example.com,Pune,Maharashtra,2020-05-21,Verified,Consultant,1513557,Low
CUST000198,Amit,Jain,1967-03-03,Other,9902330307,amit.jain198@example.com,Jaipur,Rajasthan,2013-02-18,Pending,Retired,2478289,Low
CUST000199,Myra,Jain,1966-02-11,Other,9035797279,myra.jain199@example.com,Jaipur,Rajasthan,2024-05-13,Verified,Student,2349796,Medium
CUST000200,Amit,Gupta,1957-06-18,Female,9029333346,amit.gupta200@example.com,Chennai,Tamil Nadu,2023-07-06,Verified,Salaried,4157015,Medium
CUST000201,Rahul,Iyer,1955-10-05,Male,9494466574,rahul.iyer201@example.com,Ahmedabad,Gujarat,2016-11-22,Verified,Consultant,3511556,Low
CUST000202,Aarav,Jain,1988-07-28,Other,9994417154,aarav.jain202@example.com,Chandigarh,Punjab,2019-04-17,Pending,Self Employed,2686441,Low
CUST000203,Anika,Singh,1991-04-03,Other,9520744666,anika.singh203@example.com,Mumbai,Maharashtra,2012-10-16,Verified,Freelancer,1773123,Low
CUST000204,Amit,Singh,2002-12-18,Other,9758428241,amit.singh204@example.com,Chandigarh,Punjab,2022-07-23,Verified,Self Employed,1715688,High
CUST000205,Kiran,Nair,1963-01-05,Male,9534655494,kiran.nair205@example.com,Chandigarh,Punjab,2022-05-27,Pending,Engineer,630274,Medium
CUST000206,Kiara,Gupta,1972-06-14,Other,9168460223,kiara.gupta206@example.com,Lucknow,Uttar Pradesh,2019-09-08,Verified,Freelancer,4018387,Low
CUST000207,Nitin,Iyer,1998-09-29,Female,9250074329,nitin.iyer207@example.com,Delhi,Delhi,2015-07-21,Verified,Business,1265535,Low
CUST000208,Rahul,Bose,1993-06-28,Female,9600835058,rahul.bose208@example.com,Jaipur,Rajasthan,2016-04-10,Verified,Salaried,2267279,Low
CUST000209,Kiran,Das,1966-07-26,Male,9689421044,kiran.das209@example.com,Chennai,Tamil Nadu,2022-03-23,Verified,Freelancer,3013966,Low
CUST000210,Rohit,Reddy,1998-12-23,Female,9326033230,rohit.reddy210@example.com,Pune,Maharashtra,2025-03-23,Verified,Business,3255191,Medium
CUST000211,Sunita,Verma,1977-12-12,Other,9909010016,sunita.verma211@example.com,Jaipur,Rajasthan,2021-12-18,Verified,Consultant,2300122,Low
CUST000212,Sai,Patel,1955-11-01,Female,9618499261,sai.patel212@example.com,Bhopal,Madhya Pradesh,2023-06-22,Verified,Business,2551516,Low
CUST000213,Arjun,Mishra,1972-12-02,Female,9835642087,arjun.mishra213@example.com,Hyderabad,Telangana,2016-08-28,Verified,Engineer,2953304,Low
CUST000214,Aarav,Gupta,1999-04-30,Male,9181143744,aarav.gupta214@example.com,Delhi,Delhi,2022-05-31,Verified,Student,510884,Medium
CUST000215,Diya,Nair,1965-05-25,Male,9002255794,diya.nair215@example.com,Jaipur,Rajasthan,2014-01-31,Verified,Doctor,1714019,Low
CUST000216,Aadhya,Yadav,1989-08-09,Other,9762120216,aadhya.yadav216@example.com,Chennai,Tamil Nadu,2025-04-01,Verified,Freelancer,3855576,Low
CUST000217,Aadhya,Das,1957-08-02,Other,9277167014,aadhya.das217@example.com,Ahmedabad,Gujarat,2019-01-18,Verified,Consultant,2058921,High
CUST000218,Rohit,Nair,2001-12-06,Other,9916375628,rohit.nair218@example.com,Kochi,Kerala,2025-09-29,Verified,Student,4421008,Medium
CUST000219,Nitin,Mishra,1961-09-19,Female,9535408386,nitin.mishra219@example.com,Bengaluru,Karnataka,2021-01-16,Verified,Business,4031164,Low
CUST000220,Kiara,Yadav,1999-09-20,Female,9517016608,kiara.yadav220@example.com,Delhi,Delhi,2024-04-25,Verified,Business,2735152,Medium
CUST000221,Sara,Patel,1995-12-06,Female,9503758997,sara.patel221@example.com,Chandigarh,Punjab,2020-02-24,Verified,Business,997360,Medium
CUST000222,Krishna,Sharma,1986-11-11,Other,9488510272,krishna.sharma222@example.com,Pune,Maharashtra,2021-03-06,Verified,Freelancer,1823508,Low
CUST000223,Pooja,Chopra,1996-01-02,Male,9516091779,pooja.chopra223@example.com,Hyderabad,Telangana,2023-04-23,Verified,Engineer,216386,Low
CUST000224,Vivaan,Rao,1998-04-29,Other,9292216995,vivaan.rao224@example.com,Jaipur,Rajasthan,2023-04-22,Pending,Teacher,2262377,Low
CUST000225,Ananya,Joshi,1966-12-19,Male,9698485833,ananya.joshi225@example.com,Lucknow,Uttar Pradesh,2016-09-13,Verified,Self Employed,3076532,Medium
CUST000226,Sai,Iyer,2003-09-02,Other,9515879968,sai.iyer226@example.com,Kochi,Kerala,2018-05-31,Pending,Teacher,287126,Low
CUST000227,Aarav,Chopra,1959-10-05,Other,9034244204,aarav.chopra227@example.com,Bengaluru,Karnataka,2016-07-29,Verified,Salaried,3188846,Medium
CUST000228,Arjun,Rao,2005-05-09,Female,9384066658,arjun.rao228@example.com,Hyderabad,Telangana,2013-03-16,Verified,Self Employed,1883619,Low
CUST000229,Priya,Yadav,1987-12-29,Other,9893347212,priya.yadav229@example.com,Hyderabad,Telangana,2015-11-24,Verified,Business,3344168,Low
CUST000230,Ishaan,Rao,1966-09-02,Male,9940572025,ishaan.rao230@example.com,Chennai,Tamil Nadu,2025-05-21,Verified,Freelancer,2706269,Low
CUST000231,Kiara,Rao,1961-07-16,Other,9583281826,kiara.rao231@example.com,Pune,Maharashtra,2024-03-06,Verified,Business,3111004,Low
CUST000232,Ayaan,Nair,1987-05-15,Female,9398780157,ayaan.nair232@example.com,Pune,Maharashtra,2017-05-22,Pending,Freelancer,2225370,High
CUST000233,Rohit,Nair,1965-03-04,Female,9484085887,rohit.nair233@example.com,Jaipur,Rajasthan,2022-12-01,Verified,Retired,2866978,Low
CUST000234,Arjun,Iyer,2002-11-02,Male,9133613861,arjun.iyer234@example.com,Kochi,Kerala,2015-06-13,Verified,Doctor,497813,Low
CUST000235,Vivaan,Iyer,2005-01-25,Male,9934667665,vivaan.iyer235@example.com,Chennai,Tamil Nadu,2012-05-18,Verified,Business,229483,Low
CUST000236,Meera,Gupta,1959-01-31,Other,9158144914,meera.gupta236@example.com,Bhopal,Madhya Pradesh,2021-10-25,Verified,Salaried,4156096,Low
CUST000237,Krishna,Reddy,1990-01-29,Other,9424508821,krishna.reddy237@example.com,Bhopal,Madhya Pradesh,2012-12-08,Verified,Freelancer,3485796,Low
CUST000238,Aditya,Joshi,1985-11-06,Male,9682223943,aditya.joshi238@example.com,Hyderabad,Telangana,2014-07-27,Verified,Freelancer,636242,Medium
CUST000239,Pooja,Rao,2004-04-24,Male,9414139755,pooja.rao239@example.com,Lucknow,Uttar Pradesh,2014-11-16,Verified,Retired,1019238,Low
CUST000240,Aditya,Patel,1998-08-03,Female,9594929955,aditya.patel240@example.com,Pune,Maharashtra,2021-08-09,Verified,Doctor,2245066,Medium
CUST000241,Amit,Bose,1987-04-02,Male,9577754781,amit.bose241@example.com,Chennai,Tamil Nadu,2015-12-10,Verified,Business,2533977,Medium
CUST000242,Sai,Rao,1978-08-13,Other,9110809969,sai.rao242@example.com,Hyderabad,Telangana,2016-10-08,Pending,Consultant,2366208,Low
CUST000243,Sara,Mishra,1968-05-02,Female,9639427881,sara.mishra243@example.com,Chandigarh,Punjab,2020-11-24,Verified,Salaried,2183877,Medium
CUST000244,Sunita,Iyer,1967-08-05,Female,9229927503,sunita.iyer244@example.com,Kochi,Kerala,2022-12-08,Verified,Self Employed,3279046,Low
CUST000245,Rohit,Patel,1987-05-30,Female,9770051844,rohit.patel245@example.com,Kochi,Kerala,2024-12-23,Verified,Student,3339649,Medium
CUST000246,Diya,Gupta,1977-07-27,Female,9386557790,diya.gupta246@example.com,Kochi,Kerala,2023-04-04,Pending,Engineer,1569202,Low
CUST000247,Anika,Kumar,1968-06-24,Male,9259136517,anika.kumar247@example.com,Hyderabad,Telangana,2022-09-27,Verified,Freelancer,1532631,Low
CUST000248,Avni,Sharma,1958-11-14,Male,9992280920,avni.sharma248@example.com,Hyderabad,Telangana,2015-09-24,Verified,Student,3581214,Low
CUST000249,Kiara,Sharma,1980-06-06,Male,9379772369,kiara.sharma249@example.com,Bhopal,Madhya Pradesh,2015-03-15,Verified,Student,4464942,Low
CUST000250,Neha,Nair,1961-03-05,Male,9662103886,neha.nair250@example.com,Lucknow,Uttar Pradesh,2015-05-10,Verified,Student,4171880,Medium
CUST000251,Meera,Verma,2000-02-27,Male,9172980686,meera.verma251@example.com,Kochi,Kerala,2020-04-22,Pending,Consultant,3778345,Low
CUST000252,Sunita,Mishra,1986-06-12,Other,9916247314,sunita.mishra252@example.com,Jaipur,Rajasthan,2025-06-02,Pending,Teacher,2342624,Low
CUST000253,Amit,Sharma,2001-11-17,Male,9806356512,amit.sharma253@example.com,Ahmedabad,Gujarat,2021-07-22,Verified,Self Employed,2371967,Medium
CUST000254,Avni,Das,1979-09-21,Other,9636887258,avni.das254@example.com,Ahmedabad,Gujarat,2024-06-11,Verified,Self Employed,3068670,Medium
CUST000255,Aadhya,Reddy,1965-09-07,Other,9372138658,aadhya.reddy255@example.com,Chandigarh,Punjab,2025-10-09,Verified,Salaried,1528368,Low
CUST000256,Rahul,Sharma,1968-01-15,Female,9961143519,rahul.sharma256@example.com,Delhi,Delhi,2012-11-05,Verified,Teacher,2583078,Medium
CUST000257,Meera,Verma,1999-05-09,Female,9038430988,meera.verma257@example.com,Bengaluru,Karnataka,2017-03-12,Verified,Salaried,3197717,Low
CUST000258,Aarav,Iyer,1979-10-03,Female,9566938011,aarav.iyer258@example.com,Delhi,Delhi,2024-04-29,Verified,Consultant,3100034,Low
CUST000259,Vikas,Kumar,1972-06-14,Female,9690426818,vikas.kumar259@example.com,Hyderabad,Telangana,2013-08-15,Verified,Doctor,1161542,Medium
CUST000260,Ishaan,Rao,1977-06-10,Other,9769735779,ishaan.rao260@example.com,Ahmedabad,Gujarat,2012-08-12,Verified,Self Employed,746686,Low
CUST000261,Sunita,Singh,1975-08-18,Female,9658804341,sunita.singh261@example.com,Chandigarh,Punjab,2020-12-12,Verified,Doctor,817775,Low
CUST000262,Reyansh,Mishra,1986-09-19,Male,9942373334,reyansh.mishra262@example.com,Pune,Maharashtra,2016-08-20,Verified,Retired,3166574,Low
CUST000263,Arjun,Mehta,1999-03-14,Other,9080759579,arjun.mehta263@example.com,Delhi,Delhi,2018-02-28,Verified,Consultant,2531046,Low
CUST000264,Priya,Reddy,2002-03-02,Female,9780856271,priya.reddy264@example.com,Mumbai,Maharashtra,2023-08-16,Verified,Salaried,279153,Medium
CUST000265,Aadhya,Mehta,1987-06-10,Other,9428434795,aadhya.mehta265@example.com,Pune,Maharashtra,2020-03-16,Verified,Teacher,1946074,Low
CUST000266,Priya,Das,1990-12-09,Female,9729293143,priya.das266@example.com,Pune,Maharashtra,2024-06-15,Verified,Teacher,1824697,Low
CUST000267,Neha,Reddy,1955-11-16,Male,9672885744,neha.reddy267@example.com,Lucknow,Uttar Pradesh,2024-08-10,Pending,Salaried,3522037,Low
CUST000268,Reyansh,Verma,1977-10-24,Female,9175455884,reyansh.verma268@example.com,Hyderabad,Telangana,2019-09-20,Verified,Business,3125160,Medium
CUST000269,Meera,Patel,2003-04-22,Male,9455877169,meera.patel269@example.com,Ahmedabad,Gujarat,2018-06-05,Verified,Student,1585725,Low
CUST000270,Pooja,Nair,1991-04-25,Male,9125355449,pooja.nair270@example.com,Jaipur,Rajasthan,2020-11-13,Verified,Engineer,3226447,Medium
CUST000271,Anika,Yadav,1970-01-04,Male,9023413261,anika.yadav271@example.com,Jaipur,Rajasthan,2014-02-21,Verified,Engineer,631520,Low
CUST000272,Aadhya,Jain,1964-04-28,Female,9921643347,aadhya.jain272@example.com,Delhi,Delhi,2026-01-19,Verified,Consultant,1611163,Low
CUST000273,Rohit,Das,1997-09-19,Female,9848728299,rohit.das273@example.com,Pune,Maharashtra,2022-03-29,Verified,Freelancer,3828854,Low
CUST000274,Rahul,Rao,1986-02-23,Female,9831745642,rahul.rao274@example.com,Chennai,Tamil Nadu,2018-10-22,Verified,Consultant,1323371,Low
CUST000275,Ira,Rao,1999-02-18,Female,9406493085,ira.rao275@example.com,Mumbai,Maharashtra,2016-03-24,Verified,Consultant,3846713,Low
CUST000276,Reyansh,Chopra,1974-10-16,Female,9163894484,reyansh.chopra276@example.com,Jaipur,Rajasthan,2021-04-05,Verified,Business,1710142,Low
CUST000277,Arjun,Yadav,1995-08-15,Female,9973502080,arjun.yadav277@example.com,Ahmedabad,Gujarat,2016-03-03,Rejected,Self Employed,2438172,Low
CUST000278,Myra,Sharma,1963-02-03,Male,9073564757,myra.sharma278@example.com,Hyderabad,Telangana,2012-09-16,Verified,Student,650083,Low
CUST000279,Aadhya,Gupta,1997-03-06,Male,9346013673,aadhya.gupta279@example.com,Kochi,Kerala,2012-10-01,Verified,Business,1928581,Low
CUST000280,Rohit,Joshi,1969-03-25,Other,9088147435,rohit.joshi280@example.com,Pune,Maharashtra,2013-03-02,Pending,Retired,1127312,Low
CUST000281,Avni,Nair,1970-01-06,Female,9916300979,avni.nair281@example.com,Mumbai,Maharashtra,2015-06-23,Verified,Business,2266433,Low
CUST000282,Aditya,Nair,1960-05-21,Male,9528127358,aditya.nair282@example.com,Chandigarh,Punjab,2019-10-16,Verified,Engineer,1798710,Low
CUST000283,Aadhya,Das,1967-02-01,Female,9077848739,aadhya.das283@example.com,Bhopal,Madhya Pradesh,2016-03-08,Verified,Doctor,4109179,Low
CUST000284,Vikas,Rao,1961-03-06,Other,9274485708,vikas.rao284@example.com,Bengaluru,Karnataka,2020-07-02,Verified,Salaried,3234084,Medium
CUST000285,Krishna,Nair,1960-09-06,Other,9863878294,krishna.nair285@example.com,Bhopal,Madhya Pradesh,2019-03-27,Verified,Doctor,1106640,Low
CUST000286,Rohit,Gupta,1966-08-23,Male,9031731096,rohit.gupta286@example.com,Mumbai,Maharashtra,2022-12-27,Verified,Freelancer,2326968,Low
CUST000287,Krishna,Gupta,1973-09-22,Other,9717058650,krishna.gupta287@example.com,Mumbai,Maharashtra,2025-11-01,Verified,Salaried,770458,Medium
CUST000288,Aditya,Patel,1963-09-18,Male,9386338392,aditya.patel288@example.com,Kochi,Kerala,2024-07-10,Verified,Teacher,1065117,Medium
CUST000289,Kiara,Das,1996-02-26,Other,9612286852,kiara.das289@example.com,Chandigarh,Punjab,2023-12-22,Rejected,Engineer,3135508,Medium
CUST000290,Sara,Nair,1991-12-29,Other,9659398368,sara.nair290@example.com,Pune,Maharashtra,2017-09-12,Verified,Engineer,3933900,High
CUST000291,Aarav,Verma,1956-06-18,Other,9240433504,aarav.verma291@example.com,Chennai,Tamil Nadu,2024-06-01,Verified,Freelancer,1477841,Low
CUST000292,Myra,Das,1967-06-02,Female,9593344196,myra.das292@example.com,Bengaluru,Karnataka,2024-10-05,Pending,Business,2903714,Medium
CUST000293,Reyansh,Mishra,1963-07-22,Other,9409610556,reyansh.mishra293@example.com,Bhopal,Madhya Pradesh,2021-05-05,Pending,Business,2081845,Medium
CUST000294,Nitin,Sharma,1989-04-25,Male,9480589258,nitin.sharma294@example.com,Chandigarh,Punjab,2016-12-13,Verified,Teacher,3918099,Medium
CUST000295,Kiara,Jain,1974-12-04,Female,9462251790,kiara.jain295@example.com,Delhi,Delhi,2024-04-17,Verified,Business,3523087,Low
CUST000296,Priya,Reddy,1998-02-22,Other,9376938983,priya.reddy296@example.com,Bengaluru,Karnataka,2017-06-08,Verified,Teacher,2892973,Medium
CUST000297,Kiara,Gupta,1992-02-08,Female,9553559042,kiara.gupta297@example.com,Delhi,Delhi,2019-11-04,Verified,Engineer,1403214,Low
CUST000298,Pooja,Singh,1988-07-15,Male,9110392405,pooja.singh298@example.com,Hyderabad,Telangana,2014-06-30,Verified,Engineer,370825,Low
CUST000299,Neha,Rao,1973-04-14,Other,9848792069,neha.rao299@example.com,Hyderabad,Telangana,2023-10-25,Verified,Student,684239,Low
CUST000300,Sunita,Kumar,1996-09-17,Other,9016451046,sunita.kumar300@example.com,Mumbai,Maharashtra,2017-03-08,Rejected,Consultant,1015536,Medium
CUST000301,Ira,Rao,1971-09-22,Male,9878003845,ira.rao301@example.com,Delhi,Delhi,2022-12-27,Verified,Student,334117,Low
CUST000302,Diya,Das,1982-02-14,Male,9840460843,diya.das302@example.com,Chandigarh,Punjab,2015-05-27,Verified,Teacher,1331426,Low
CUST000303,Aadhya,Jain,1975-05-28,Female,9392649578,aadhya.jain303@example.com,Chandigarh,Punjab,2014-12-15,Verified,Student,1877101,Medium
CUST000304,Shaurya,Jain,1993-08-01,Male,9925188125,shaurya.jain304@example.com,Bengaluru,Karnataka,2015-04-07,Verified,Doctor,3653220,High
CUST000305,Shaurya,Yadav,1979-07-25,Male,9312209949,shaurya.yadav305@example.com,Bhopal,Madhya Pradesh,2024-09-19,Verified,Freelancer,2127688,Low
CUST000306,Aarav,Das,1997-10-04,Male,9897526772,aarav.das306@example.com,Delhi,Delhi,2015-09-03,Verified,Salaried,3607494,Medium
CUST000307,Aarav,Kumar,1974-12-19,Other,9331279757,aarav.kumar307@example.com,Jaipur,Rajasthan,2017-07-14,Verified,Salaried,3370809,Medium
CUST000308,Aadhya,Rao,1958-06-15,Other,9177038860,aadhya.rao308@example.com,Kochi,Kerala,2024-07-04,Verified,Salaried,1772580,Low
CUST000309,Aadhya,Joshi,1996-05-22,Male,9649082771,aadhya.joshi309@example.com,Chennai,Tamil Nadu,2023-03-25,Verified,Freelancer,1315034,Low
CUST000310,Ananya,Yadav,1971-01-18,Female,9937145211,ananya.yadav310@example.com,Mumbai,Maharashtra,2014-07-24,Verified,Doctor,895603,Low
CUST000311,Aadhya,Jain,1969-05-06,Female,9860259222,aadhya.jain311@example.com,Ahmedabad,Gujarat,2016-01-05,Verified,Salaried,3699706,Low
CUST000312,Neha,Yadav,1971-03-19,Male,9230940777,neha.yadav312@example.com,Chennai,Tamil Nadu,2024-03-10,Verified,Freelancer,4319499,Low
CUST000313,Kiara,Mishra,1991-10-18,Female,9199038498,kiara.mishra313@example.com,Lucknow,Uttar Pradesh,2016-08-27,Verified,Student,641909,Medium
CUST000314,Vivaan,Reddy,1981-10-10,Female,9101622499,vivaan.reddy314@example.com,Mumbai,Maharashtra,2024-11-01,Verified,Student,3999650,Medium
CUST000315,Diya,Verma,1981-11-07,Female,9561681472,diya.verma315@example.com,Delhi,Delhi,2014-09-26,Verified,Self Employed,2941601,Low
CUST000316,Anika,Patel,1973-10-03,Other,9019817946,anika.patel316@example.com,Bhopal,Madhya Pradesh,2025-08-27,Pending,Self Employed,3148336,Medium
CUST000317,Meera,Mishra,1999-08-27,Female,9293430107,meera.mishra317@example.com,Kochi,Kerala,2026-01-10,Verified,Retired,3658186,Low
CUST000318,Ananya,Das,1974-01-18,Male,9344144885,ananya.das318@example.com,Kochi,Kerala,2012-02-20,Verified,Doctor,3043548,Low
CUST000319,Kiara,Sharma,1972-05-28,Female,9577027278,kiara.sharma319@example.com,Bengaluru,Karnataka,2019-07-08,Verified,Teacher,649948,Medium
CUST000320,Shaurya,Nair,2003-01-28,Male,9395512405,shaurya.nair320@example.com,Kochi,Kerala,2020-05-31,Verified,Student,3447918,Low
CUST000321,Arjun,Joshi,1983-03-20,Other,9046173574,arjun.joshi321@example.com,Bhopal,Madhya Pradesh,2016-11-05,Verified,Student,1121464,Low
CUST000322,Vivaan,Patel,1994-10-24,Other,9078235784,vivaan.patel322@example.com,Delhi,Delhi,2019-05-05,Verified,Business,1293312,Low
CUST000323,Vivaan,Yadav,2001-11-11,Male,9040915701,vivaan.yadav323@example.com,Jaipur,Rajasthan,2023-09-04,Verified,Self Employed,368578,Low
CUST000324,Shaurya,Patel,1972-12-28,Male,9448571422,shaurya.patel324@example.com,Pune,Maharashtra,2018-02-19,Verified,Freelancer,4492253,Low
CUST000325,Sara,Das,1983-07-29,Female,9249321495,sara.das325@example.com,Kochi,Kerala,2024-02-15,Verified,Student,423208,Low
CUST000326,Rohit,Verma,1989-05-31,Male,9166299795,rohit.verma326@example.com,Delhi,Delhi,2019-01-03,Verified,Retired,838888,High
CUST000327,Priya,Yadav,1966-10-28,Male,9717477332,priya.yadav327@example.com,Ahmedabad,Gujarat,2025-11-01,Verified,Doctor,3468979,Low
CUST000328,Pooja,Nair,1995-09-01,Female,9017157724,pooja.nair328@example.com,Pune,Maharashtra,2019-10-26,Verified,Student,4440990,Low
CUST000329,Vikas,Mehta,2004-11-22,Other,9148769639,vikas.mehta329@example.com,Pune,Maharashtra,2017-06-19,Verified,Engineer,3399685,Low
CUST000330,Ayaan,Bose,2005-11-20,Female,9832197199,ayaan.bose330@example.com,Jaipur,Rajasthan,2022-05-20,Verified,Business,3914744,Low
CUST000331,Aadhya,Gupta,1964-10-03,Other,9965701329,aadhya.gupta331@example.com,Ahmedabad,Gujarat,2026-04-08,Verified,Student,1431718,Low
CUST000332,Shaurya,Chopra,1995-02-12,Male,9354946519,shaurya.chopra332@example.com,Ahmedabad,Gujarat,2012-03-07,Verified,Consultant,3570653,Medium
CUST000333,Nitin,Joshi,1988-02-15,Other,9008514036,nitin.joshi333@example.com,Mumbai,Maharashtra,2025-03-27,Verified,Doctor,3391072,Low
CUST000334,Avni,Rao,1970-07-23,Female,9238656242,avni.rao334@example.com,Hyderabad,Telangana,2015-01-05,Verified,Salaried,1387925,Medium
CUST000335,Ira,Bose,1962-08-06,Male,9679692786,ira.bose335@example.com,Bengaluru,Karnataka,2024-05-19,Verified,Teacher,3160533,Low
CUST000336,Avni,Sharma,1999-09-10,Other,9384689500,avni.sharma336@example.com,Ahmedabad,Gujarat,2024-09-28,Verified,Doctor,1129291,Low
CUST000337,Amit,Gupta,2002-03-24,Female,9781891371,amit.gupta337@example.com,Bengaluru,Karnataka,2026-03-19,Verified,Freelancer,2801437,Low
CUST000338,Kiran,Nair,1955-12-20,Female,9787956544,kiran.nair338@example.com,Kochi,Kerala,2015-10-04,Verified,Freelancer,2730731,Medium
CUST000339,Kiara,Kumar,1997-06-13,Other,9290490471,kiara.kumar339@example.com,Mumbai,Maharashtra,2014-11-04,Verified,Self Employed,2294356,Low
CUST000340,Ishaan,Kumar,1956-04-10,Other,9192927524,ishaan.kumar340@example.com,Chennai,Tamil Nadu,2017-04-18,Verified,Consultant,457583,Low
CUST000341,Aditya,Reddy,1968-10-30,Female,9663723950,aditya.reddy341@example.com,Ahmedabad,Gujarat,2017-12-05,Verified,Business,620596,Low
CUST000342,Aadhya,Mishra,1997-09-23,Other,9836674286,aadhya.mishra342@example.com,Chennai,Tamil Nadu,2012-04-07,Verified,Engineer,3384482,Medium
CUST000343,Anika,Verma,2002-08-31,Other,9569454414,anika.verma343@example.com,Delhi,Delhi,2025-02-06,Verified,Retired,1815155,Low
CUST000344,Rohit,Iyer,2004-02-17,Male,9010618175,rohit.iyer344@example.com,Pune,Maharashtra,2016-12-02,Verified,Self Employed,1799668,Low
CUST000345,Meera,Gupta,1974-06-14,Other,9111926921,meera.gupta345@example.com,Mumbai,Maharashtra,2016-02-18,Verified,Engineer,815136,Low
CUST000346,Pooja,Kumar,1984-01-06,Female,9214066504,pooja.kumar346@example.com,Jaipur,Rajasthan,2017-12-08,Verified,Business,4304861,High
CUST000347,Ayaan,Chopra,1999-02-22,Male,9286391741,ayaan.chopra347@example.com,Bengaluru,Karnataka,2012-10-12,Verified,Freelancer,2282154,Medium
CUST000348,Aarav,Mishra,1955-01-29,Male,9642569087,aarav.mishra348@example.com,Bengaluru,Karnataka,2022-09-21,Verified,Business,2074540,Low
CUST000349,Amit,Mishra,2005-11-21,Other,9554601585,amit.mishra349@example.com,Delhi,Delhi,2013-10-21,Pending,Self Employed,1883898,Low
CUST000350,Vivaan,Chopra,1972-02-19,Female,9615717320,vivaan.chopra350@example.com,Chandigarh,Punjab,2016-04-30,Verified,Freelancer,2180558,Low
CUST000351,Aditya,Rao,1982-08-10,Female,9870050506,aditya.rao351@example.com,Chandigarh,Punjab,2014-08-26,Verified,Consultant,4025089,High
CUST000352,Nitin,Rao,1975-11-26,Male,9027079032,nitin.rao352@example.com,Bengaluru,Karnataka,2012-04-27,Verified,Salaried,2758132,Medium
CUST000353,Arjun,Yadav,1970-04-25,Other,9111799313,arjun.yadav353@example.com,Ahmedabad,Gujarat,2021-07-23,Verified,Teacher,2899879,Low
CUST000354,Rohit,Rao,1983-11-07,Male,9092511426,rohit.rao354@example.com,Bengaluru,Karnataka,2015-10-08,Verified,Consultant,1564171,Low
CUST000355,Pooja,Verma,1963-12-20,Other,9962071002,pooja.verma355@example.com,Bengaluru,Karnataka,2013-12-31,Verified,Freelancer,2560112,Low
CUST000356,Sunita,Mishra,1966-05-21,Male,9248763290,sunita.mishra356@example.com,Bhopal,Madhya Pradesh,2025-05-16,Verified,Engineer,918375,Low
