account_id,customer_id,branch_id,account_type,account_number,open_date,balance,status,currency,nominee_registered
ACC0000283,CUST000570,BR0034,Savings,100000000283,2013-02-16,900619.74,Active,INR,Yes
ACC0000284,CUST000491,BR0035,Salary,100000000284,2025-07-17,1029767.09,Active,INR,No
ACC0000285,CUST000624,BR0010,Current,100000000285,2025-01-18,575770.45,Active,INR,No
ACC0000286,CUST000340,BR0020,Fixed Deposit,100000000286,2014-02-25,1194517.0,Active,INR,No
ACC0000287,CUST000167,BR0001,Savings,100000000287,2024-05-12,256894.85,Active,INR,Yes
ACC0000288,CUST000641,BR0015,Savings,100000000288,2015-06-27,71461.92,Active,INR,No
ACC0000289,CUST000499,BR0018,Salary,100000000289,2014-12-14,1109503.44,Inactive,INR,Yes
ACC0000290,CUST000068,BR0027,Recurring Deposit,100000000290,2020-01-27,692940.56,Active,INR,Yes
ACC0000291,CUST000690,BR0009,Salary,100000000291,2012-04-16,153533.02,Active,INR,Yes
ACC0000292,CUST000284,BR0046,Salary,100000000292,2016-11-29,1022924.18,Active,INR,No
ACC0000293,CUST000510,BR0023,Fixed Deposit,100000000293,2014-11-07,834695.39,Active,INR,No
ACC0000294,CUST000736,BR0013,Savings,100000000294,2014-12-06,604254.08,Active,INR,Yes
ACC0000295,CUST000417,BR0017,Savings,100000000295,2012-01-24,818777.23,Active,INR,No
ACC0000296,CUST000733,BR0039,Savings,100000000296,2021-11-13,548573.21,Active,INR,Yes
ACC0000297,CUST000626,BR0035,Savings,100000000297,2013-08-04,820702.5,Active,INR,Yes
ACC0000298,CUST000426,BR0044,Fixed Deposit,100000000298,2013-08-29,563876.91,Active,INR,Yes
ACC0000299,CUST000882,BR0011,Current,100000000299,2023-11-28,262194.63,Closed,INR,Yes
ACC0000300,CUST000270,BR0016,Salary,100000000300,2024-02-20,985502.96,Active,INR,No
ACC0000301,CUST000402,BR0011,Savings,100000000301,2013-10-26,961849.4,Active,INR,Yes
ACC0000302,CUST000430,BR0032,Savings,100000000302,2013-04-02,440587.54,Active,INR,No
ACC0000303,CUST000993,BR0027,Salary,100000000303,2020-10-26,552875.24,Active,INR,Yes
ACC0000304,CUST000393,BR0015,Salary,100000000304,2015-06-07,101393.15,Active,INR,No
ACC0000305,CUST000371,BR0024,Savings,100000000305,2025-01-13,344684.2,Active,INR,No
ACC0000306,CUST000308,BR0042,Savings,100000000306,2021-09-04,470123.74,Active,INR,No
ACC0000307,CUST000620,BR0050,Savings,100000000307,2017-01-14,681279.68,Active,INR,No
ACC0000308,CUST000663,BR0039,Savings,100000000308,2022-03-05,228132.4,Active,INR,No
ACC0000309,CUST000138,BR0028,Fixed Deposit,100000000309,2014-08-20,106607.35,Closed,INR,No
ACC0000310,CUST000222,BR0027,Salary,100000000310,2019-09-15,1129035.59,Active,INR,No
ACC0000311,CUST000273,BR0044,Savings,100000000311,2023-07-18,1020255.35,Active,INR,Yes
ACC0000312,CUST000547,BR0048,Current,100000000312,2025-04-29,1140470.03,Active,INR,No
ACC0000313,CUST000152,BR0041,Savings,100000000313,2018-12-23,1088974.13,Active,INR,No
ACC0000314,CUST000270,BR0015,Savings,100000000314,2019-08-07,966095.04,Inactive,INR,No
ACC0000315,CUST000970,BR0030,Recurring Deposit,100000000315,2016-03-09,1066811.63,Active,INR,No
ACC0000316,CUST000545,BR0016,Savings,100000000316,2017-11-05,1139107.62,Closed,INR,Yes
ACC0000317,CUST000829,BR0045,Savings,100000000317,2013-10-06,847833.8,Active,INR,No
ACC0000318,CUST000416,BR0002,Savings,100000000318,2017-12-27,444069.02,Active,INR,No
ACC0000319,CUST000939,BR0045,Current,100000000319,2018-01-09,599505.7,Active,INR,No
ACC0000320,CUST000601,BR0046,Fixed Deposit,100000000320,2018-01-06,866233.96,Closed,INR,No
ACC0000321,CUST000970,BR0013,Savings,100000000321,2017-05-19,524185.07,Active,INR,No
ACC0000322,CUST000403,BR0025,Fixed Deposit,100000000322,2025-05-03,932416.44,Active,INR,Yes
ACC0000323,CUST000442,BR0014,Fixed Deposit,100000000323,2014-11-02,95354.84,Active,INR,No
ACC0000324,CUST000023,BR0035,Salary,100000000324,2012-03-05,687437.49,Inactive,INR,No
ACC0000325,CUST000521,BR0006,Salary,100000000325,2016-02-27,912621.18,Active,INR,No
ACC0000326,CUST000806,BR0024,Current,100000000326,2020-11-26,362853.42,Active,INR,Yes
ACC0000327,CUST000874,BR0016,Savings,100000000327,2018-03-12,164482.28,Active,INR,Yes
ACC0000328,CUST000273,BR0012,Savings,100000000328,2018-05-31,63640.64,Active,INR,No
ACC0000329,CUST000667,BR0035,Current,100000000329,2017-07-23,951269.93,Active,INR,No
ACC0000330,CUST000837,BR0008,Savings,100000000330,2019-02-07,1063414.01,Active,INR,Yes
ACC0000331,CUST000464,BR0037,Savings,100000000331,2022-04-09,271593.56,Closed,INR,Yes
ACC0000332,CUST000031,BR0035,Current,100000000332,2014-09-26,595071.06,Active,INR,No
ACC0000333,CUST000942,BR0011,Savings,100000000333,2014-09-12,95741.29,Active,INR,No
ACC0000334,CUST000095,BR0036,Savings,100000000334,2015-07-05,251333.76,Active,INR,No
ACC0000335,CUST000757,BR0012,Savings,100000000335,2023-05-03,957113.82,Active,INR,No
ACC0000336,CUST000050,BR0008,Current,100000000336,2015-09-02,1043697.51,Closed,INR,Yes
ACC0000337,CUST000709,BR0034,Savings,100000000337,2019-08-29,1050436.84,Active,INR,Yes
ACC0000338,CUST000927,BR0029,Current,100000000338,2014-12-17,692977.01,Active,INR,No
ACC0000339,CUST000417,BR0013,Savings,100000000339,2012-01-28,134214.41,Inactive,INR,Yes
ACC0000340,CUST000948,BR0049,Current,100000000340,2020-01-04,978441.67,Active,INR,Yes
ACC0000341,CUST000026,BR0024,Savings,100000000341,2023-08-23,790113.21,Active,INR,Yes
ACC0000342,CUST000943,BR0010,Current,100000000342,2015-12-30,875521.13,Active,INR,Yes
ACC0000343,CUST000328,BR0030,Salary,100000000343,2016-05-15,144338.15,Active,INR,No
ACC0000344,CUST000233,BR0037,Salary,100000000344,2014-10-08,923202.64,Active,INR,No
ACC0000345,CUST000542,BR0041,Salary,100000000345,2023-02-01,1192148.79,Inactive,INR,Yes
ACC0000346,CUST000125,BR0013,Savings,100000000346,2019-10-04,421601.78,Active,INR,No
ACC0000347,CUST000181,BR0047,Savings,100000000347,2016-03-07,690948.37,Active,INR,No
ACC0000348,CUST000803,BR0016,Savings,100000000348,2020-05-17,1159649.07,Active,INR,Yes
ACC0000349,CUST000932,BR0016,Savings,100000000349,2015-05-20,768103.99,Active,INR,No
ACC0000350,CUST000233,BR0045,Current,100000000350,2023-09-17,724266.0,Active,INR,No
ACC0000351,CUST000373,BR0031,Salary,100000000351,2016-12-24,938339.51,Active,INR,Yes
ACC0000352,CUST000434,BR0028,Savings,100000000352,2019-11-07,1166405.45,Active,INR,Yes
ACC0000353,CUST000930,BR0004,Current,100000000353,2022-04-19,55151.23,Active,INR,No
ACC0000354,CUST000807,BR0008,Salary,100000000354,2015-07-21,995803.0,Active,INR,Yes
ACC0000355,CUST000102,BR0001,Current,100000000355,2015-07-01,476012.66,Active,INR,Yes
ACC0000356,CUST000915,BR0036,Salary,100000000356,2026-03-06,1154309.49,Active,INR,No
ACC0000357,CUST000683,BR0041,Savings,100000000357,2017-11-17,641191.78,Active,INR,No
ACC0000358,CUST000490,BR0013,Savings,100000000358,2017-11-21,157663.44,Active,INR,Yes
ACC0000359,CUST000708,BR0010,Savings,100000000359,2015-08-15,1103611.36,Active,INR,Yes
ACC0000360,CUST000773,BR0039,Savings,100000000360,2015-06-15,415654.29,Frozen,INR,Yes
ACC0000361,CUST000735,BR0043,Recurring Deposit,100000000361,2026-02-27,1032348.73,Active,INR,No
ACC0000362,CUST000415,BR0004,Savings,100000000362,2025-11-10,1191486.89,Active,INR,No
ACC0000363,CUST000672,BR0004,Fixed Deposit,100000000363,2017-06-07,999822.8,Active,INR,No
ACC0000364,CUST000886,BR0016,Savings,100000000364,2014-07-28,638121.38,Active,INR,No
ACC0000365,CUST000283,BR0007,Salary,100000000365,2012-02-21,582937.41,Active,INR,No
ACC0000366,CUST000791,BR0008,Salary,100000000366,2019-04-07,178622.33,Inactive,INR,Yes
ACC0000367,CUST000226,BR0050,Savings,100000000367,2020-12-31,793487.59,Active,INR,No
ACC0000368,CUST000680,BR0026,Savings,100000000368,2022-08-15,788392.74,Active,INR,No
ACC0000369,CUST000749,BR0018,Salary,100000000369,2013-01-03,434157.78,Active,INR,Yes
ACC0000370,CUST000819,BR0012,Fixed Deposit,100000000370,2013-07-05,442260.78,Active,INR,No
ACC0000371,CUST000074,BR0005,Current,100000000371,2019-09-04,396273.01,Active,INR,Yes
ACC0000372,CUST000591,BR0047,Savings,100000000372,2016-09-28,709326.07,Active,INR,No
ACC0000373,CUST000367,BR0012,Savings,100000000373,2012-01-05,973538.57,Active,INR,Yes
ACC0000374,CUST000446,BR0011,Salary,100000000374,2013-08-05,747487.85,Active,INR,Yes
ACC0000375,CUST000140,BR0047,Salary,100000000375,2015-05-11,369323.46,Closed,INR,Yes
ACC0000376,CUST000770,BR0046,Savings,100000000376,2025-11-29,484538.64,Active,INR,No
ACC0000377,CUST000416,BR0003,Current,100000000377,2023-09-26,569742.48,Active,INR,No
ACC0000378,CUST000503,BR0031,Savings,100000000378,2025-07-02,1182115.41,Active,INR,No
ACC0000379,CUST000668,BR0025,Salary,100000000379,2012-08-19,552728.52,Active,INR,No
ACC0000380,CUST000665,BR0035,Savings,100000000380,2017-04-27,1008871.75,Closed,INR,No
ACC0000381,CUST000208,BR0008,Current,100000000381,2026-02-16,924071.09,Active,INR,Yes
ACC0000382,CUST000032,BR0033,Salary,100000000382,2024-12-19,764502.57,Active,INR,Yes
ACC0000383,CUST000149,BR0003,Savings,100000000383,2025-02-22,83569.07,Active,INR,No
ACC0000384,CUST000498,BR0025,Savings,100000000384,2018-05-05,675866.91,Active,INR,No
ACC0000385,CUST000492,BR0001,Salary,100000000385,2012-01-10,168766.41,Closed,INR,No
ACC0000386,CUST000406,BR0020,Savings,100000000386,2021-10-05,595945.96,Active,INR,No
ACC0000387,CUST000608,BR0029,Fixed Deposit,100000000387,2013-12-30,504037.61,Active,INR,No
ACC0000388,CUST000437,BR0045,Recurring Deposit,100000000388,2017-10-05,1029552.19,Active,INR,No
ACC0000389,CUST000251,BR0023,Savings,100000000389,2016-12-12,564576.6,Active,INR,No
ACC0000390,CUST000999,BR0018,Current,100000000390,2025-10-29,224172.54,Active,INR,Yes
ACC0000391,CUST000113,BR0041,Current,100000000391,2020-01-12,165255.15,Active,INR,Yes
ACC0000392,CUST000329,BR0014,Savings,100000000392,2020-04-26,712480.56,Active,INR,Yes
ACC0000393,CUST000377,BR0023,Savings,100000000393,2023-11-12,193742.18,Active,INR,Yes
ACC0000394,CUST000437,BR0020,Savings,100000000394,2013-10-03,1024063.78,Active,INR,No
ACC0000395,CUST000627,BR0026,Savings,100000000395,2018-04-26,497030.03,Active,INR,No
ACC0000396,CUST000996,BR0022,Salary,100000000396,2018-07-21,894522.18,Active,INR,No
ACC0000397,CUST000805,BR0005,Salary,100000000397,2018-11-06,734578.06,Active,INR,Yes
ACC0000398,CUST000772,BR0039,Savings,100000000398,2017-10-18,331307.64,Active,INR,Yes
ACC0000399,CUST000589,BR0018,Fixed Deposit,100000000399,2017-12-01,21102.85,Active,INR,Yes
ACC0000400,CUST000150,BR0015,Savings,100000000400,2019-05-12,600854.86,Active,INR,No
ACC0000401,CUST000741,BR0014,Recurring Deposit,100000000401,2023-12-16,771233.02,Inactive,INR,No
ACC0000402,CUST000103,BR0016,Savings,100000000402,2012-03-06,1197248.78,Active,INR,No
ACC0000403,CUST000133,BR0004,Salary,100000000403,2014-08-01,1032575.31,Active,INR,No
ACC0000404,CUST000335,BR0020,Fixed Deposit,100000000404,2023-08-19,417623.31,Active,INR,No
ACC0000405,CUST000380,BR0022,Current,100000000405,2025-02-18,158728.07,Active,INR,Yes
ACC0000406,CUST000251,BR0001,Savings,100000000406,2018-03-28,680238.65,Active,INR,No
ACC0000407,CUST000952,BR0005,Savings,100000000407,2025-09-13,268523.56,Active,INR,Yes
ACC0000408,CUST000145,BR0048,Fixed Deposit,100000000408,2014-05-23,164064.32,Active,INR,No
ACC0000409,CUST000342,BR0026,Fixed Deposit,100000000409,2023-11-10,848521.06,Active,INR,No
ACC0000410,CUST000597,BR0022,Current,100000000410,2022-07-28,1156628.91,Active,INR,No
ACC0000411,CUST000995,BR0006,Fixed Deposit,100000000411,2025-09-01,262471.86,Active,INR,No
ACC0000412,CUST000566,BR0020,Savings,100000000412,2019-05-04,476160.25,Active,INR,Yes
ACC0000413,CUST000229,BR0035,Current,100000000413,2013-01-28,1062079.1,Active,INR,Yes
ACC0000414,CUST000196,BR0027,Savings,100000000414,2015-01-16,40665.82,Active,INR,No
ACC0000415,CUST000469,BR0019,Savings,100000000415,2021-02-12,249890.78,Active,INR,No
ACC0000416,CUST000238,BR0043,Current,100000000416,2024-12-29,499114.42,Active,INR,No
ACC0000417,CUST000801,BR0035,Salary,100000000417,2012-09-24,662826.62,Inactive,INR,No
ACC0000418,CUST000728,BR0046,Fixed Deposit,100000000418,2024-10-05,1032496.35,Active,INR,Yes
ACC0000419,CUST000157,BR0042,Savings,100000000419,2022-12-05,526065.93,Active,INR,No
ACC0000420,CUST000270,BR0013,Recurring Deposit,100000000420,2018-10-10,249803.27,Active,INR,Yes
ACC0000421,CUST000234,BR0035,Salary,100000000421,2020-03-22,1136725.39,Active,INR,No
ACC0000422,CUST000433,BR0026,Savings,100000000422,2022-01-21,902051.94,Active,INR,Yes
ACC0000423,CUST000204,BR0013,Savings,100000000423,2015-06-09,748518.38,Active,INR,Yes
ACC0000424,CUST000017,BR0009,Savings,100000000424,2024-11-12,1189812.06,Active,INR,Yes
ACC0000425,CUST000236,BR0002,Savings,100000000425,2017-09-08,490245.63,Active,INR,Yes
ACC0000426,CUST000687,BR0028,Salary,100000000426,2020-03-10,1119411.21,Active,INR,No
ACC0000427,CUST000146,BR0050,Current,100000000427,2025-09-05,417174.47,Active,INR,Yes
ACC0000428,CUST000921,BR0048,Savings,100000000428,2018-03-27,770285.05,Active,INR,Yes
ACC0000429,CUST000965,BR0012,Fixed Deposit,100000000429,2025-01-17,667576.27,Active,INR,No
ACC0000430,CUST000175,BR0016,Savings,100000000430,2018-01-27,860228.28,Closed,INR,Yes
ACC0000431,CUST000048,BR0009,Current,100000000431,2022-04-13,82187.6,Closed,INR,Yes
ACC0000432,CUST000094,BR0030,Salary,100000000432,2015-08-31,794469.91,Active,INR,Yes
ACC0000433,CUST000903,BR0024,Savings,100000000433,2021-04-11,1099592.04,Active,INR,No
ACC0000434,CUST000748,BR0050,Recurring Deposit,100000000434,2022-09-06,770810.64,Active,INR,No
ACC0000435,CUST000845,BR0017,Savings,100000000435,2025-12-15,944098.36,Active,INR,Yes
ACC0000436,CUST000948,BR0017,Savings,100000000436,2020-01-26,767962.61,Active,INR,No
ACC0000437,CUST000158,BR0044,Current,100000000437,2015-04-30,407704.34,Inactive,INR,Yes
ACC0000438,CUST000185,BR0010,Savings,100000000438,2012-11-24,963296.01,Active,INR,No
ACC0000439,CUST000395,BR0026,Salary,100000000439,2018-04-27,855277.55,Inactive,INR,Yes
ACC0000440,CUST000970,BR0016,Current,100000000440,2026-01-25,225557.97,Active,INR,Yes
ACC0000441,CUST000814,BR0012,Savings,100000000441,2013-11-23,103600.24,Active,INR,No
ACC0000442,CUST000990,BR0033,Savings,100000000442,2019-10-10,1179033.0,Active,INR,Yes
ACC0000443,CUST000686,BR0005,Current,100000000443,2013-02-09,1035613.16,Active,INR,Yes
ACC0000444,CUST000818,BR0041,Fixed Deposit,100000000444,2025-06-01,181685.19,Active,INR,No
ACC0000445,CUST000712,BR0023,Savings,100000000445,2019-02-20,882394.77,Inactive,INR,Yes
ACC0000446,CUST000506,BR0007,Savings,100000000446,2015-03-10,1086426.59,Closed,INR,No
ACC0000447,CUST000256,BR0015,Current,100000000447,2016-01-29,196677.95,Active,INR,No
ACC0000448,CUST000154,BR0010,Savings,100000000448,2015-12-14,452572.57,Active,INR,No
ACC0000449,CUST000606,BR0042,Savings,100000000449,2016-04-24,1090571.57,Active,INR,Yes
ACC0000450,CUST000709,BR0035,Salary,100000000450,2016-07-15,1171406.29,Active,INR,No
ACC0000451,CUST000899,BR0002,Savings,100000000451,2023-08-19,599165.35,Active,INR,No
ACC0000452,CUST000013,BR0018,Current,100000000452,2015-09-23,12884.11,Active,INR,No
ACC0000453,CUST000785,BR0033,Salary,100000000453,2013-08-07,734686.88,Inactive,INR,Yes
ACC0000454,CUST000807,BR0044,Savings,100000000454,2017-10-09,748884.9,Inactive,INR,No
ACC0000455,CUST000438,BR0041,Salary,100000000455,2015-08-03,1137180.56,Active,INR,No
ACC0000456,CUST000425,BR0015,Savings,100000000456,2022-02-22,1105577.64,Active,INR,Yes
ACC0000457,CUST000164,BR0023,Current,100000000457,2012-05-23,502323.85,Inactive,INR,No
ACC0000458,CUST000556,BR0006,Savings,100000000458,2025-07-23,161018.56,Active,INR,Yes
ACC0000459,CUST000155,BR0038,Savings,100000000459,2013-08-07,387435.1,Inactive,INR,No
ACC0000460,CUST000224,BR0003,Savings,100000000460,2019-02-15,379307.66,Active,INR,No
ACC0000461,CUST000239,BR0028,Savings,100000000461,2015-06-16,775080.25,Active,INR,No
ACC0000462,CUST000681,BR0049,Recurring Deposit,100000000462,2012-12-16,518041.61,Active,INR,No
ACC0000463,CUST000639,BR0033,Savings,100000000463,2024-05-12,407901.1,Active,INR,Yes
ACC0000464,CUST000229,BR0042,Current,100000000464,2012-11-27,52809.46,Active,INR,Yes
ACC0000465,CUST000722,BR0011,Savings,100000000465,2013-11-16,212547.88,Active,INR,Yes
ACC0000466,CUST000801,BR0005,Savings,100000000466,2018-08-22,613878.48,Inactive,INR,Yes
ACC0000467,CUST000729,BR0024,Current,100000000467,2021-10-07,652356.12,Active,INR,No
ACC0000468,CUST000306,BR0001,Savings,100000000468,2025-01-26,132127.46,Active,INR,Yes
ACC0000469,CUST000399,BR0020,Recurring Deposit,100000000469,2014-12-30,1004687.42,Active,INR,Yes
ACC0000470,CUST000814,BR0025,Savings,100000000470,2023-04-09,1098721.75,Active,INR,No
ACC0000471,CUST000251,BR0021,Current,100000000471,2020-09-11,765548.16,Active,INR,No
ACC0000472,CUST000767,BR0020,Salary,100000000472,2014-08-30,715154.11,Active,INR,Yes
ACC0000473,CUST000304,BR0043,Savings,100000000473,2025-09-10,169520.77,Closed,INR,Yes
ACC0000474,CUST000184,BR0005,Savings,100000000474,2012-05-20,367113.11,Active,INR,No
ACC0000475,CUST000168,BR0040,Savings,100000000475,2016-11-12,955107.3,Active,INR,No
ACC0000476,CUST000961,BR0033,Fixed Deposit,100000000476,2024-09-29,927096.48,Active,INR,Yes
ACC0000477,CUST000093,BR0031,Fixed Deposit,100000000477,2022-01-05,184532.38,Active,INR,No
ACC0000478,CUST000590,BR0045,Current,100000000478,2015-08-10,616667.88,Active,INR,Yes
ACC0000479,CUST000059,BR0015,Fixed Deposit,100000000479,2021-06-21,492080.7,Active,INR,Yes
ACC0000480,CUST000724,BR0001,Savings,100000000480,2019-10-20,1123527.31,Active,INR,No
ACC0000481,CUST000199,BR0035,Savings,100000000481,2014-02-28,5116.69,Active,INR,No
ACC0000482,CUST000830,BR0012,Savings,100000000482,2023-11-16,1079023.79,Active,INR,Yes
ACC0000483,CUST000958,BR0023,Current,100000000483,2015-08-18,1109923.35,Active,INR,Yes
ACC0000484,CUST000676,BR0050,Current,100000000484,2025-09-18,75406.09,Active,INR,No
ACC0000485,CUST000168,BR0030,Salary,100000000485,2017-06-22,1029424.59,Active,INR,Yes
ACC0000486,CUST000904,BR0033,Current,100000000486,2020-08-22,807973.35,Inactive,INR,Yes
ACC0000487,CUST000220,BR0031,Savings,100000000487,2013-11-13,607036.99,Active,INR,No
ACC0000488,CUST000182,BR0026,Current,100000000488,2017-07-23,521147.1,Active,INR,Yes
ACC0000489,CUST000001,BR0005,Savings,100000000489,2023-05-06,949426.78,Active,INR,Yes
ACC0000490,CUST000735,BR0039,Savings,100000000490,2024-02-15,1019053.83,Active,INR,Yes
ACC0000491,CUST000358,BR0012,Current,100000000491,2025-06-16,874123.33,Active,INR,No
ACC0000492,CUST000334,BR0046,Fixed Deposit,100000000492,2012-06-11,487569.71,Inactive,INR,No
ACC0000493,CUST000395,BR0007,Salary,100000000493,2021-06-23,906743.42,Active,INR,Yes
ACC0000494,CUST000007,BR0041,Fixed Deposit,100000000494,2024-01-27,627414.69,Active,INR,No
ACC0000495,CUST000254,BR0050,Savings,100000000495,2014-11-09,560773.11,Active,INR,No
ACC0000496,CUST000120,BR0030,Fixed Deposit,100000000496,2014-06-25,423135.78,Active,INR,Yes
ACC0000497,CUST000555,BR0045,Savings,100000000497,2023-02-27,214245.0,Active,INR,Yes
ACC0000498,CUST000719,BR0026,Savings,100000000498,2020-12-14,640872.96,Active,INR,No
ACC0000499,CUST000589,BR0007,Savings,100000000499,2022-01-19,245365.95,Active,INR,Yes
ACC0000500,CUST000352,BR0021,Savings,100000000500,2018-02-13,805559.39,Active,INR,Yes
ACC0000501,CUST000783,BR0029,Salary,100000000501,2015-01-23,695408.23,Active,INR,No
ACC0000502,CUST000275,BR0041,Current,100000000502,2025-11-05,494700.88,Active,INR,No
ACC0000503,CUST000065,BR0049,Savings,100000000503,2025-11-16,475930.56,Active,INR,Yes
ACC0000504,CUST000567,BR0039,Current,100000000504,2023-03-03,306264.67,Active,INR,No
ACC0000505,CUST000416,BR0018,Savings,100000000505,2023-06-02,232652.73,Active,INR,No
ACC0000506,CUST000116,BR0027,Current,100000000506,2018-06-25,1006755.39,Active,INR,No
ACC0000507,CUST000212,BR0026,Salary,100000000507,2024-01-12,970208.5,Active,INR,No
ACC0000508,CUST000300,BR0050,Current,100000000508,2012-08-17,318632.71,Active,INR,Yes
ACC0000509,CUST000679,BR0041,Current,100000000509,2020-11-05,1051068.02,Active,INR,Yes
ACC0000510,CUST000122,BR0003,Savings,100000000510,2015-02-17,1153434.8,Active,INR,No
ACC0000511,CUST000297,BR0036,Current,100000000511,2013-05-16,22184.78,Active,INR,No
ACC0000512,CUST000548,BR0017,Savings,100000000512,2014-05-05,924321.84,Active,INR,Yes
ACC0000513,CUST000896,BR0043,Salary,100000000513,2019-05-26,579219.9,Active,INR,Yes
ACC0000514,CUST000634,BR0039,Salary,100000000514,2017-11-15,1000172.37,Active,INR,Yes
ACC0000515,CUST000567,BR0023,Savings,100000000515,2017-04-21,17975.38,Inactive,INR,No
ACC0000516,CUST000808,BR0024,Fixed Deposit,100000000516,2013-01-22,1257.93,Active,INR,No
ACC0000517,CUST000738,BR0025,Salary,100000000517,2021-01-16,122636.11,Inactive,INR,No
ACC0000518,CUST000661,BR0014,Savings,100000000518,2020-01-07,465189.38,Active,INR,No
ACC0000519,CUST000786,BR0037,Savings,100000000519,2021-10-30,1174508.12,Active,INR,No
ACC0000520,CUST000443,BR0029,Current,100000000520,2023-04-10,913523.44,Inactive,INR,Yes
ACC0000521,CUST000670,BR0008,Current,100000000521,2015-08-20,497627.25,Active,INR,Yes
ACC0000522,CUST000032,BR0008,Current,100000000522,2016-07-29,513558.29,Inactive,INR,Yes
ACC0000523,CUST000049,BR0015,Savings,100000000523,2018-08-18,363967.81,Closed,INR,Yes
ACC0000524,CUST000616,BR0039,Fixed Deposit,100000000524,2020-10-27,580995.58,Active,INR,No
ACC0000525,CUST000573,BR0026,Salary,100000000525,2020-05-23,198219.21,Closed,INR,No
ACC0000526,CUST000146,BR0050,Savings,100000000526,2019-04-04,1092238.35,Active,INR,No
ACC0000527,CUST000894,BR0031,Savings,100000000527,2021-07-17,921858.03,Active,INR,Yes
ACC0000528,CUST000128,BR0039,Savings,100000000528,2017-04-16,258938.1,Active,INR,No
ACC0000529,CUST000451,BR0002,Savings,100000000529,2018-11-22,576740.18,Active,INR,No
ACC0000530,CUST000702,BR0021,Savings,100000000530,2016-12-30,721138.33,Active,INR,Yes
ACC0000531,CUST000869,BR0015,Current,100000000531,2019-01-04,7824.92,Active,INR,Yes
ACC0000532,CUST000295,BR0022,Salary,100000000532,2016-11-22,122402.04,Active,INR,Yes
ACC0000533,CUST000004,BR0048,Savings,100000000533,2014-11-12,790265.23,Closed,INR,Yes
ACC0000534,CUST000952,BR0046,Salary,100000000534,2017-04-24,1107801.29,Active,INR,No
ACC0000535,CUST000507,BR0011,Savings,100000000535,2018-01-26,643518.01,Active,INR,Yes
ACC0000536,CUST000633,BR0023,Current,100000000536,2019-03-16,665195.55,Active,INR,No
ACC0000537,CUST000175,BR0044,Salary,100000000537,2015-02-20,855506.78,Active,INR,No
ACC0000538,CUST000119,BR0033,Savings,100000000538,2020-04-04,738129.86,Active,INR,Yes
ACC0000539,CUST000345,BR0004,Current,100000000539,2026-04-13,57072.75,Active,INR,Yes
ACC0000540,CUST000265,BR0029,Current,100000000540,2018-01-14,566203.3,Active,INR,Yes
ACC0000541,CUST000366,BR0050,Savings,100000000541,2021-10-31,1048677.12,Active,INR,No
ACC0000542,CUST000115,BR0030,Savings,100000000542,2025-01-08,360686.17,Active,INR,No
ACC0000543,CUST000205,BR0017,Savings,100000000543,2025-07-11,244207.85,Active,INR,No
ACC0000544,CUST000523,BR0035,Savings,100000000544,2016-05-18,150211.71,Active,INR,Yes
ACC0000545,CUST000895,BR0005,Salary,100000000545,2017-05-17,990685.2,Active,INR,Yes
ACC0000546,CUST000438,BR0003,Current,100000000546,2023-05-08,642170.0,Active,INR,Yes
ACC0000547,CUST000362,BR0012,Current,100000000547,2022-08-28,235960.96,Active,INR,No
ACC0000548,CUST000189,BR0021,Salary,100000000548,2019-01-11,218256.36,Active,INR,No
ACC0000549,CUST000419,BR0021,Salary,100000000549,2016-10-08,1111935.32,Active,INR,No
ACC0000550,CUST000832,BR0033,Savings,100000000550,2023-06-25,677647.81,Active,INR,No
ACC0000551,CUST000703,BR0031,Savings,100000000551,2018-04-06,1043293.16,Active,INR,No
ACC0000552,CUST000454,BR0048,Savings,100000000552,2015-08-24,711191.6,Active,INR,Yes
ACC0000553,CUST000318,BR0015,Savings,100000000553,2020-11-18,164293.79,Active,INR,No
ACC0000554,CUST000910,BR0025,Current,100000000554,2021-08-23,314760.75,Inactive,INR,Yes
ACC0000555,CUST000625,BR0038,Current,100000000555,2012-08-25,827547.73,Active,INR,No
ACC0000556,CUST000492,BR0015,Current,100000000556,2023-12-01,1087152.05,Active,INR,No
ACC0000557,CUST000168,BR0007,Salary,100000000557,2024-02-13,713543.95,Active,INR,No
ACC0000558,CUST000927,BR0019,Savings,100000000558,2018-08-12,468140.0,Active,INR,No
ACC0000559,CUST000635,BR0049,Fixed Deposit,100000000559,2025-10-17,869174.48,Active,INR,No
ACC0000560,CUST000175,BR0036,Fixed Deposit,100000000560,2020-04-26,988750.32,Inactive,INR,No
ACC0000561,CUST000651,BR0046,Current,100000000561,2023-08-30,152138.88,Active,INR,Yes
ACC0000562,CUST000863,BR0038,Savings,100000000562,2015-03-21,86212.8,Active,INR,No
ACC0000563,CUST000749,BR0035,Current,100000000563,2026-02-26,1006390.68,Active,INR,No
ACC0000564,CUST000542,BR0035,Savings,100000000564,2025-08-24,1088811.04,Active,INR,Yes
ACC0000565,CUST000474,BR0001,Fixed Deposit,100000000565,2025-01-08,635180.52,Inactive,INR,No
ACC0000566,CUST000948,BR0022,Salary,100000000566,2017-12-18,953868.64,Active,INR,No
ACC0000567,CUST000779,BR0011,Current,100000000567,2020-10-09,1178460.05,Active,INR,Yes
ACC0000568,CUST000744,BR0014,Current,100000000568,2016-09-15,634031.66,Active,INR,No
